Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University,"Rank (Full, Associate, Assistant, Other)",UniversityID,
Ljudevit Bauer,Bauer,Ljudevit,https://scholar.google.com/citations?user=5cJzDZEAAAAJ&hl=en,3687,34,51,119,Carnegie Mellon University  ,Associate,11,
Jeffrey Bigham,Bigham,Jeffrey,https://scholar.google.com/citations?user=DFqp8NkAAAAJ&hl=en&oi=ao,3337,28,54,104,Carnegie Mellon University  ,Associate,11,
Karl Crary,Crary,Karl,NA,NaN,NaN,NaN,108,Carnegie Mellon University  ,Associate,11,
Laura Dabbish,Dabbish,Laura,https://scholar.google.com/citations?user=DdNAgNwAAAAJ&hl=en&oi=ao,5183,25,42,95,Carnegie Mellon University  ,Associate,11,
Anupam Datta,Datta,Anupam,https://scholar.google.com/citations?user=oK3QM1wAAAAJ&hl=en&oi=ao,3273,27,50,93,Carnegie Mellon University  ,Associate,11,
Anind Dey,Dey,Anind,https://scholar.google.com/citations?user=ydA8Q5AAAAAJ&hl=en&oi=ao,28222,56,150,436,Carnegie Mellon University  ,Associate,11,
Hartmut Geyer,Geyer,Hartmut,NA,NaN,NaN,NaN,40,Carnegie Mellon University  ,Associate,11,
Seth Goldstein,Goldstein,Seth,https://scholar.google.com/citations?user=NoNHPb4AAAAJ&hl=en&oi=ao,9278,40,86,146,Carnegie Mellon University  ,Associate,11,
Geoffrey J. Gordon,Gordon,Geoffrey,NA,NaN,NaN,NaN,135,Carnegie Mellon University  ,Associate,11,
Jason Hong,Hong,Jason,https://scholar.google.com/citations?user=MoFbcc0AAAAJ&hl=en&oi=ao,14710,59,118,321,Carnegie Mellon University  ,Associate,11,
Carl Kingsford,Kingsford,Carl,https://scholar.google.com/citations?user=V_cvqKcAAAAJ&hl=en&oi=ao,2269,18,28,69,Carnegie Mellon University  ,Associate,11,
Aniket Kittur,Kittur,Aniket,https://scholar.google.com/citations?user=2vZ5zRQAAAAJ&hl=en&oi=ao,6114,32,52,129,Carnegie Mellon University  ,Associate,11,
Christopher Langmead,Langmead,Christopher,https://scholar.google.com/citations?user=Dj3gptkAAAAJ&hl=en&oi=ao,1474,20,35,42,Carnegie Mellon University  ,Associate,11,
Jian Ma,Ma,Jian,https://scholar.google.com/citations?user=nDw9v78AAAAJ&hl=en,3437,23,34,79,Carnegie Mellon University  ,Associate,11,
Srinivasa Narasimhan,Narasimhan,Srinivasa,https://scholar.google.com/citations?user=MhYrLJAAAAAJ&hl=en,5822,36,56,133,Carnegie Mellon University  ,Associate,11,
Ryan O'Donnell,O'Donnell,Ryan,https://scholar.google.com/citations?user=Z8U0BwcAAAAJ&hl=en&oi=ao,3044,32,49,67,Carnegie Mellon University  ,Associate,11,
Eric Paulos,Paulos,Eric,https://scholar.google.com/citations?user=K__JmtcAAAAJ,3836,31,60,113,Carnegie Mellon University  ,Associate,11,
Nancy Pollard,Pollard,Nancy,NA,NaN,NaN,NaN,117,Carnegie Mellon University  ,Associate,11,
Bhiksha Ramakrishnan,Ramakrishnan,Bhiksha,https://scholar.google.com/citations?user=IWcGY98AAAAJ&hl=en&oi=ao,6673,41,117,128,Carnegie Mellon University  ,Associate,11,
Deva Ramanan,Ramanan,Deva,https://scholar.google.com/citations?user=9B8PoXUAAAAJ&hl=en,14643,41,55,323,Carnegie Mellon University  ,Associate,11,
Pradeep Ravikumar,Ravikumar,Pradeep,https://scholar.google.com/citations?user=Q4DTPw4AAAAJ&hl=en,6079,26,42,136,Carnegie Mellon University  ,Associate,11,
Carolyn Penstein Rose,Rose,Carolyn,https://scholar.google.com/citations?user=BMydCgcAAAAJ&hl=en&oi=ao,6064,38,128,111,Carnegie Mellon University  ,Associate,11,
Ruslan Salakhutdinov,Salakhutdinov,Ruslan,https://scholar.google.com/citations?user=ITZ1e7MAAAAJ&hl=en,17307,44,80,537,Carnegie Mellon University  ,Associate,11,
YASER SHEIKH,Sheikh,Yaser,https://scholar.google.com/citations?user=Yd4KvooAAAAJ&hl=en,2859,25,48,73,Carnegie Mellon University  ,Associate,11,
Aarti Singh,Singh,Aarti,NA,NaN,NaN,NaN,NaN,Carnegie Mellon University  ,Associate,11,
Siddhartha Srinivasa,Srinivasa,Siddhartha,https://scholar.google.com/citations?user=RCi98EAAAAAJ&hl=en,4486,37,85,99,Carnegie Mellon University  ,Associate,11,
John Zimmerman,Zimmerman,John,https://scholar.google.com/citations?user=A-4JUL4AAAAJ&hl=en&oi=ao,7083,37,95,152,Carnegie Mellon University  ,Associate,11,
Yuvraj Agarwal,Agarwal,Yuvraj,https://scholar.google.com/citations?user=H4UeZ2MAAAAJ&hl=en&oi=ao,2449,23,28,79,Carnegie Mellon University  ,Assistant,11,
Taylor Berg-Kirkpatrick,Berg-Kirkpatrick,Taylor,https://scholar.google.com/citations?user=mN6_BKAAAAAJ&hl=en,668,9,8,9,Carnegie Mellon University  ,Assistant,11,
Travis Breaux,Breaux,Travis,https://scholar.google.com/citations?user=SjiG_ZsAAAAJ&hl=en&oi=ao,1395,19,25,38,Carnegie Mellon University  ,Assistant,11,
Emma Brunskill,Brunskill,Emma,NA,NaN,NaN,NaN,47,Carnegie Mellon University  ,Assistant,11,
Stelian Coros,Coros,Stelian,https://scholar.google.com/citations?user=DFQNrvUAAAAJ&hl=en,1098,16,20,40,Carnegie Mellon University  ,Assistant,11,
